X,Y,OBJECTID,PROPERTY_ID,HUB_NAME_TEXT,SERVICING_SITE_NAME_TEXT,PROJECT_MANAGER_NAME_TEXT,PROPERTY_NAME_TEXT,ADDRESS_LINE1_TEXT,ADDRESS_LINE2_TEXT,AUTOMATIC_GEOCODE_IND,CONGRESSIONAL_DISTRICT_CODE,PLACED_BASE_CITY_NAME_TEXT,TOTAL_ASSISTED_UNIT_COUNT,TOTAL_UNIT_COUNT,PROPERTY_ON_SITE_PHONE_NUMBER,PROPERTY_CATEGORY_NAME,CLIENT_GROUP_CODE,CLIENT_GROUP_NAME,CLIENT_GROUP_TYPE,REAC_LAST_INSPECTION_ID,REAC_LAST_INSPECTION_SCORE,FASS_LAST_PERFORMANCE_VALUE,FASS_LST_TOT_MGMT_COND_CNT,FASS_LAST_REFERRED_TO_CODE,IS_AFS_REQUIRED_IND,AFS_FISCAL_YR_END_DATE,HAS_ACTIVE_FINANCING_IND,PRIMARY_FINANCING_TYPE,IS_ALL_FINANCING_PIPELINE_IND,IS_ALL_CONTRACT_PIPELINE_IND,IS_UNDER_MANAGEMENT_IND,HAS_SERVICE_AGREEMENT_IND,HAS_USE_RESTRICTION_IND,HAS_ACTIVE_IRP_IND,IS_SERVICE_COORDINATOR_IND,PRIMARY_FHA_NUMBER,ASSOCIATED_FHA_NUMBER,ASSOCIATED_CONTRACT_NUMBER,TROUBLED_CODE,OPIIS_RISK_CATEGORY,OPIIS_SIZE_CATEGORY,OPIIS_INT_RISK_SCORE,IS_ACTIVE_DEC_CASE_IND,WAS_EVER_DEC_CASE_IND,IS_INSURED_IND,WAS_EVER_INSURED_IND,IS_202_811_IND,WAS_EVER_202_811_IND,IS_HUD_HELD_IND,IS_HUD_OWNED_IND,IS_FLEXIBLE_SUBSIDY_IND,IS_HOSPITAL_IND,IS_NURSING_HOME_IND,IS_BOARD_AND_CARE_IND,IS_ASSISTED_LIVING_IND,IS_REFINANCED_IND,IS_221D3_IND,IS_221D4_IND,IS_236_IND,IS_IN_DEFAULT_DELINQUENT_IND,IS_NON_INSURED_IND,IS_BMIR_IND,IS_RISK_SHARING_IND,IS_MIP_IND,IS_CO_INSURED_IND,IS_SUBSIDIZED_IND,WAS_EVER_SUBSIDIZED_IND,HAS_ACTIVE_ASSISTANCE_IND,WAS_EVER_ASSISTED_IND,IS_ACC_OLD_IND,IS_ACC_PERFORMANCE_BASED_IND,IS_SEC8_IND,IS_PAC_IND,IS_PRAC_IND,IS_RENT_SUPPLEMENT_IND,IS_SECTION_236_RAP_IND,IS_SEC8_202_IND,IS_SEC8_FMHA_515_IND,IS_SEC8_STATE_AGENCY_HFA_IND,IS_SEC8_LMSA_IND,IS_SEC8_PRPRTY_DISPOSITION_IND,IS_SEC8_PRESERVATION_IND,IS_SEC8_OTHR_NW_CNSTRCTION_IND,IS_SEC8_OTHER_SUB_REHAB_IND,IS_PENSION_FUND_IND,IS_PAC_202_IND,IS_PAC_811_IND,IS_PRAC_202_IND,IS_PRAC_811_IND,HAS_FULL_DEBT_RESTRUCTURE_IND,LAST_CRITICAL_DATE_DESC,OAHP_PROJECT_RECOMMENDATION_TX,OAHP_PROCESSING_TYPE,IS_ON_WATCH_LIST_IND,IS_GREEN_RETROFIT_IND,IS_202_DIRECT_LOAN_IND,IS_202_CAPITAL_ADVANCE_IND,IS_811_CAPITAL_ADVANCE_IND,ENERGY_PERFORMANCE_CONTRCT_IND,IS_SEC8_RAD_DEMO_CONV_IND,FINANCIAL_STMNT_REQ_IND,CONTRACT1,CONTRACT2,CONTRACT_COUNT,UNITS1,UNITS2,MAXIMUM_CONTRACT_UNIT_COUNT,PROGRAM_TYPE1,PROGRAM_TYPE2,EXPIRATION_DATE1,EXPIRATION_DATE2,FHA_NUM1,FHA_NUM2,SOACODE1,SOACODE2,SOA_NAME1,SOA_NAME2,TAXCREDIT1,TAXCREDIT2,FHA_COUNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,DPVACT,DPVNOST,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,CAT_LATEST_MROC_SCORE_COLOR,CAT_LTST_INTGRTD_RSK_SCORE_CAT,MTR_LATEST_DSCR,FASS_LAST_AFS_CLOSED_DATE,FASS_LAST_REPORTING_END_DT,FULL_DEBT_RESTRUCTURE_DATE,LAST_CRITICAL_DATE,NGHBRHD_NTWRK_EST_DATE,OCCUPANCY_DATE,OPIIS_RISK_CATEGORY_CHANGE_DT,REAC_LAST_INSPECTION_DATE,TROUBLED_STATUS_UPDATE_DATE,WATCH_LIST_DATE,DEMO_RESTRUCTURE_CLOSING_DATE,MARK_TO_MARKET_RESTRUCTURE_DT,REAC_LAST_INSPCT_RELEASE_DATE,LOAN_MATURITY_DATE
-87.570108,41.769537,3388,800006529,Chicago,Chicago,SHERRY A CHANEY,6920 SOUTH CRANDON APTS,6920 S CRANDON AVE,,Y,02,CHICAGO,65,65,(773)752-3500,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,301646,28  cnull,Not Assessed,2,None,Y,12/31,Y,Insured,Y,N,Y,N,Y,N,N,07135852,07135852,IL060048015,N,High,Large,32,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IL060048015,,1,65,0,65,Sec 8 SR,,,,07135852,,OMI,,221d4 NC/SR,,N,,1,17,Cook,031,430102,3,3002,Cook,031,14000,Chicago,14000,CHICAGO,,,1600,"Chicago, IL PMSA",16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",99999,,1,0,1702,1296,,,,,6920 S Crandon Ave,,Chicago,IL,60649,1700,,60649,99,9,60649170099,H,,,,0,,,N,,100% Overall probable correctness,41.769529,-87.570102,S,,R,U,null Street-Level Rooftop null,17031,1714000,17031430102,170314301023,Green,Red,,22MAR2013,31DEC2012,        .,        .,        .,24SEP1980,28MAY2013,19JUN2008,10JUN2013,        .,        .,        .,25JUN2008,2054-05-01T00:00:00.000Z
-89.161641,37.089805,3389,800006123,Chicago,Chicago,DEBORAH E MONROE,Market Square,627 HIGH ST,,Y,12,MOUND CITY,24,24,(618) 524-8169,"Subsidized, No HUD Financing",00,,,358407,87  bnull,,0,,N,12/31,N,,N,N,Y,N,N,N,N,,,IL06R000061,N,Low,,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,N,IL06R000061,,1,24,0,24,515/8 NC,,,,,,,,,,,,,17,Pulaski,153,971000,4,4051,Pulaski,153,92178,Mound City,50751,MOUND CITY,,,9999,,99999,,99999,,0,0,1712,4674,,,,,627 High St,,Mound City,IL,62963,1044,,62963,27,6,62963104427,S,,,,0,,,,,100% Overall probable correctness,37.089798,-89.161635,S,,R,R,null Street-Level Rooftop null,17153,1750751,17153971000,171539710004,,Green,,        .,        .,        .,        .,        .,14OCT1982,14SEP2006,29JUN2011,01JAN1900,        .,        .,        .,06JUL2011,
-90.380801,40.971073,3390,800006297,Chicago,Chicago,NINA M SMITH,Sandburg Village Apartments,666 HOME BLVD,,Y,17,GALESBURG,128,128,(309) 344-2192,"Subsidized, No HUD Financing",FAM,Indv. families - not eld/ handicap,Family,380136,89  c,,0,,N,12/31,N,,N,N,Y,N,N,N,N,,,IL50H121008,P,Low,,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,N,IL50H121008,,1,128,0,128,HFDA/8 NC,,,,,,,,,,,,,17,Knox,095,000400,3,3010,Knox,095,28352,Galesburg City,28326,GALESBURG,,,9999,,23660,"Galesburg, IL Micropolitan Statistical Area",99999,,0,1,1717,2562,,,,,666 Home Blvd,,Galesburg,IL,61401,1473,,61401,66,1,61401147366,S,,,,0,,,,,100% Overall probable correctness,40.971065,-90.380795,S,,R,U,null Street-Level Rooftop null,17095,1728326,17095000400,170950004003,,Green,,        .,        .,        .,        .,        .,01OCT1980,21OCT2006,21AUG2012,05AUG2013,        .,        .,        .,23AUG2012,
-85.096287,41.031063,3391,800006535,Chicago,Indianapolis,DAWN E JONES,ADAM & BRUCE APARTMENTS,5910 HESSEN CASSEL ROAD,,Y,03,FORT WAYNE,50,50,260-447-3496,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,503144,88  b,45 - Red,0,None,Y,02/28,Y,Insured,N,N,Y,N,N,N,Y,07311568,07311568,IN36T861011,N,Low,Low-Medium,6,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IN36T861011,,1,50,0,50,202/8 NC,,,,07311568,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,18,Allen,003,011302,3,3006,Allen,003,00298,Adams,25000,FORT WAYNE,,,2760,"Fort Wayne, IN MSA",23060,"Fort Wayne, IN Metropolitan Statistical Area",99999,,1,0,1803,1014,,,,,5910 Hessen Cassel Rd,,Fort Wayne,IN,46816,4706,,46816,99,0,46816470699,H,,,,0,,,N,,100% Overall probable correctness,41.031055,-85.096282,S,,R,U,null Street-Level Rooftop null,18003,1825000,18003011302,180030113023,Green,Green,1.036000,14MAR2014,28FEB2013,        .,        .,        .,02JUN1993,14SEP2006,02DEC2013,16JUL2013,        .,        .,        .,03DEC2013,2047-01-01T00:00:00.000Z
-87.631287,41.534967,3392,800006402,Chicago,Chicago,MARILYN COTTON,THORNWOOD APARTMENTS,19440 GLENWOOD RD,,Y,02,CHICAGO HEIGHTS,150,232,(708)756-0248,"Subsidized, No HUD Financing",FAM,Indv. families - not eld/ handicap,Family,380162,67  cnull,Not Assessed,1,None,Y,12/31,N,,N,N,Y,N,Y,N,N,,,IL06E000082,N,Moderate,,16,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IL06E000082,,1,150,0,150,PD/8 MR,,,,,,,,,,,,,17,Cook,031,828701,4,4019,Cook,031,06561,Bloom,14026,CHICAGO HEIGHTS,,,1600,"Chicago, IL PMSA",16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",99999,,1,0,1702,1302,,,,,19440 Glenwood Rd,,Chicago Heights,IL,60411,1261,,60411,99,0,60411126199,H,,,,0,,,N,,100% Overall probable correctness,41.534959,-87.631281,S,,R,U,null Street-Level Rooftop null,17031,1714026,17031828701,170318287014,,Yellow,,06APR2013,31DEC2012,        .,        .,        .,13JUL1989,17SEP2012,04SEP2012,12MAR2014,        .,        .,        .,12SEP2012,
-87.686489,41.448346,3393,800006403,Chicago,Chicago,ALETHA BREWER,THORNWOOD HOUSE,1 THORNWOOD MALL,,Y,02,University Park,73,183,708-534-2535,"Subsidized, No HUD Financing",ELD,Elderly,Elderly,380163,63  cnull,,0,,N,12/31,Y,Non-Insured,N,N,Y,Y,N,Y,Y,,071030NI,071030NIRAP,N,Low,,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,N,071030NIRAP,,1,73,0,73,RAP,,,,071030NI,,VAT,,236(j)(1)/ 202 Elderly Hsg.,,N,,1,17,Will,197,883603,2,2012,Will,197,49958,Monee,76935,UNIVERSITY PARK,,,1600,"Chicago, IL PMSA",16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",99999,,1,0,1702,,,,,,1 Thornwood Dr,,University Park,IL,60484,2725,,60484,99,4,60484272599,H,,,,2,,S,N,,80% Overall probable correctness,41.448338,-87.686483,S,,R,U,null Street-Level Rooftop null,17197,1776935,17197883603,171978836032,,Green,,        .,        .,        .,        .,        .,01SEP1975,20AUG2007,14SEP2012,05SEP2013,        .,        .,        .,19SEP2012,2014-08-25T00:00:00.000Z
-87.638724,41.908598,3394,800006407,Chicago,Chicago,MARILYN COTTON,MARSHALL FIELD GARDEN APT.,1448 N Sedgwick St,,Y,05,Chicago,628,628,(312)353-9420,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,501789,80  cnull,84 - Green,1,,Y,06/30,Y,Insured,N,N,Y,N,Y,N,N,07111239,07111239,IL06E000094,N,Low,,5,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IL06E000094,,1,628,0,628,PD/8 MR,,,,07111239,,REK,,223(a)(7) Refi of 223(f) Apts,,N,,1,17,Cook,031,080400,1,1008,Cook,031,14000,Chicago,14000,CHICAGO,,,1600,"Chicago, IL PMSA",16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",99999,,1,0,1705,1296,,,,,1448 N Sedgwick St,,Chicago,IL,60610,1235,,60610,48,4,60610123548,S,,,,0,,,,,100% Overall probable correctness,41.90859,-87.638718,S,,R,U,null Street-Level Rooftop null,17031,1714000,17031080400,170310804001,Green,Green,2.508000,        .,30JUN2013,        .,        .,24MAY2010,31JAN1992,01JAN2013,28OCT2013,19APR2011,        .,        .,        .,04NOV2013,2046-10-01T00:00:00.000Z
-85.483758,41.1664,3395,800006566,Chicago,Indianapolis,ANTHONY D MITCHELL,BLUE RIVER APARTMENTS,904 BLUE RIVER DR,,Y,03,COLUMBIA CITY,30,30,260-248-2254,"Subsidized, No HUD Financing",WAM,Wholly elderly - hskpg & congregat,Elderly,380186,89  c,,0,,N,,N,,N,N,Y,N,N,N,N,,,IN36R000004,N,Low,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,N,IN36R000004,,1,30,0,30,515/8 NC,,,,,,,,,,,,,18,Whitley,183,050400,2,2001,Whitley,183,14698,Columbia,14716,COLUMBIA CITY,,,2760,"Fort Wayne, IN MSA",23060,"Fort Wayne, IN Metropolitan Statistical Area",99999,,1,0,1803,0618,,,,,904 Blue River Dr,,Columbia City,IN,46725,1421,,46725,99,0,46725142199,H,,,,0,,,N,,100% Overall probable correctness,41.166392,-85.483753,S,,R,U,null Street-Level Rooftop null,18183,1814716,18183050400,181830504002,,Green,,        .,        .,        .,        .,        .,15DEC1978,14SEP2006,26JUL2012,25JUN2013,        .,        .,        .,02AUG2012,
-86.137095,41.444245,3396,800006571,Chicago,Indianapolis,DAWN E JONES,BREMEN VILLAGE,337 WOODIES LN,,Y,02,BREMEN,48,48,(574) 546-3451,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,325561,95  c,55 - Red,1,MFH,Y,12/31,Y,Insured,N,N,Y,N,Y,N,N,07335651,07335457,IN360061039,N,Low,Very Low,9,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Closing Date,,Full Debt Restr,N,N,N,N,N,N,N,Y,IN360061039,,1,48,0,48,Sec 8 NC,,,,07335457,07335457,OMI,OMI,221d4 NC/SR,221d4 NC/SR,N,N,3,18,Marshall,099,020101,2,2028,Marshall,099,27450,German,07318,BREMEN,,,9999,,38500,"Plymouth, IN Micropolitan Statistical Area",99999,,0,1,1802,0294,,,,,337 Woodies Ln,,Bremen,IN,46506,1355,,46506,37,5,46506135537,S,,,,0,,,,,100% Overall probable correctness,41.444237,-86.13709,S,,R,U,null Street-Level Rooftop null,18099,1807318,18099020101,180990201012,Green,Green,3.036000,        .,31DEC2012,21MAY2004,21MAY2004,        .,23SEP1982,21OCT2006,24FEB2012,20MAR2013,        .,        .,21MAY2004,29FEB2012,2034-06-01T00:00:00.000Z
-87.607786,41.78567,3397,800006145,Chicago,Chicago,LASHAWNA M ROBINSON,MIDWAY PLAISANCE SENIOR APARTMENTS,731 E. 60th Street,,Y,01,CHICAGO,52,52,(773)324-6498,202/811,WAH,Wholly Elderly Housekeeping,Elderly,513170,60  c,52 - Red,0,None,Y,12/31,Y,202/811,N,N,Y,Y,Y,N,Y,,071EE036,IL06S921015,P,Moderate,High-Medium,15,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,,,N,N,N,Y,N,N,N,Y,IL06S921015,,1,52,0,52,PRAC/202,,,,071EE036,,ZPE,,202 Capital Advance for Elderly,,N,,1,17,Cook,031,420500,1,1000,Cook,031,14000,Chicago,14000,CHICAGO,,,1600,"Chicago, IL PMSA",16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",99999,,1,0,1701,1296,,,,,731 E 60th St,,Chicago,IL,60637,5532,,60637,99,5,60637553299,H,,,,0,,,N,,100% Overall probable correctness,41.785662,-87.60778,S,,R,U,null Street-Level Rooftop null,17031,1714000,17031420500,170314205001,,Yellow,,01APR2013,31DEC2012,        .,        .,        .,13SEP1996,17DEC2013,12DEC2013,12MAR2014,        .,        .,        .,13DEC2013,
-87.604137,41.781819,3398,800006415,Chicago,Chicago,MARILYN COTTON,TRINITY OAKS,6225 S Drexel,,Y,01,CHICAGO,48,48,773-955-6603,202/811,WAH,Wholly Elderly Housekeeping,Elderly,342091,83  b,71 - Greennull,0,None,Y,12/31,Y,202/811,N,N,Y,Y,Y,N,Y,,071EH540,IL06S881025,N,Low,High-Medium,8,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,,,N,N,N,Y,N,N,N,Y,IL06S881025,,1,48,0,48,PRAC/202,,,,071EH540,,ZPC,,202 Direct Loan Converted to Cap Adv w/PRAC,,N,,1,17,Cook,031,420400,1,1010,Cook,031,14000,Chicago,14000,CHICAGO,,,1600,"Chicago, IL PMSA",16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",99999,,1,0,1701,1296,,,,,6225 S Drexel Ave,,Chicago,IL,60637,2680,,60637,99,4,60637268099,H,,,,1,,N,N,,90% Overall probable correctness,41.781811,-87.604131,S,,R,U,null Street-Level Rooftop null,17031,1714000,17031420400,170314204001,,Green,,29MAR2014,31DEC2013,        .,        .,01JUN1997,25MAY1993,10MAY2010,03MAY2010,01JAN1900,        .,        .,        .,05MAY2010,
-86.07974,39.714985,3399,800006592,Chicago,Indianapolis,DAWN K MANLEY,CAMBRIDGE SQUARE BEECH GROVE,335 Churchman Place,,Y,07,BEECH GROVE,126,126,317-788-4596,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,332645,92  b,83 - Greennull,0,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,07335606,07335606,IN360037068,N,Low,Low-Medium,0,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,Rent Restr,N,N,N,N,N,N,N,Y,IN360037068,,1,126,0,126,Sec 8 NC,,,,07335606,,REJ,,223(a)(7) Refi of 221d4 NC/SR,,N,,1,18,Marion,097,390102,2,2017,Marion,097,25504,Franklin,04204,BEECH GROVE,,,3480,"Indianapolis, IN MSA",26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",99999,,1,0,1807,0192,,,,,335 Churchman Pl,,Beech Grove,IN,46107,2110,,46107,35,0,46107211035,S,,,,0,,,,,100% Overall probable correctness,39.714977,-86.079735,S,,R,U,null Street-Level Rooftop null,18097,1804204,18097390102,180973901022,Green,Green,2.210000,17MAR2014,31DEC2013,        .,        .,        .,30MAR1978,07NOV2011,29AUG2011,15DEC2012,        .,        .,        .,07SEP2011,2031-06-01T00:00:00.000Z
-85.369236,40.21888,3400,800006599,Chicago,Indianapolis,DAWN E JONES,CAMBRIDGE SQUARE MUNCIE,1601 E MCGALLIARD RD,,Y,06,MUNCIE,124,124,765-747-8130,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,320038,96  b,82 - Greennull,0,None,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,07335622,07311747,IN360029011,N,Low,Low-Medium,0,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IN360029011,,1,124,0,124,Sec 8 NC,,,,07335622,07311747,REJ,HRI,223(a)(7) Refi of 221d4 NC/SR,223(f) Refi/ Purchase Apts,N,N,2,18,Delaware,035,001200,3,3006,Delaware,035,11296,Center,51876,MUNCIE,,,5280,"Muncie, IN MSA",34620,"Muncie, IN Metropolitan Statistical Area",99999,,1,0,1806,2100,,,,,1601 E McGalliard Rd,,Muncie,IN,47303,2214,,47303,01,3,47303221401,S,,,,0,,,,,100% Overall probable correctness,40.218872,-85.369231,S,,R,U,null Street-Level Rooftop null,18035,1851876,18035001200,180350012003,Green,Green,2.657000,17MAR2014,31DEC2013,        .,        .,        .,26SEP1978,21OCT2006,07JUL2011,20MAR2013,        .,        .,        .,13JUL2011,
-89.104297,42.308623,3401,800006148,Chicago,Chicago,KEN JONES,MILESTONE GROUP HOME,3310 SEARLES AVE,,Y,16,ROCKFORD,8,9,815 654-6100,202/811,WDD,Wholly developmentally disabled,Disabled,380113,87  b,84 - Greennull,0,None,Y,06/30,Y,202/811,N,N,Y,N,N,N,N,,071EH059,IL06T791008,N,Low,Very Low,5,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IL06T791008,,1,8,0,8,202/8 NC,,,,071EH059,,ZPF,,202/8 Direct Loan/ Elderly-Handicapped,,N,,1,17,Winnebago,201,003602,3,3021,Winnebago,201,65013,Rockford,65000,ROCKFORD,,,6880,"Rockford, IL MSA",40420,"Rockford, IL Metropolitan Statistical Area",99999,,1,0,1716,6000,,,,,3310 Searles Ave,,Rockford,IL,61101,2753,,61101,10,3,61101275310,S,,,,0,,,,,100% Overall probable correctness,42.308615,-89.104291,S,,R,U,null Street-Level Rooftop null,17201,1765000,17201003602,172010036023,,Green,0.705000,01OCT2013,30JUN2013,        .,        .,        .,21JUL1981,21OCT2006,26JUL2012,13JUN2003,        .,        .,        .,01AUG2012,2022-04-01T00:00:00.000Z
-88.829912,41.117618,3402,800006317,Chicago,Chicago,LASHAWNA M ROBINSON,Streator Unlimited Development Corporation,315 S STERLING ST,,Y,16,Streator,16,16,(815) 673-5574,Subsidized - Previously 202/811,WDD,Wholly developmentally disabled,Disabled,508446,82  c,Not Assessed,0,None,Y,06/30,N,,N,N,Y,N,Y,N,N,,,IL06T851055,N,Low,,9,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IL06T851055,,1,16,0,16,202/8 NC,,,,,,,,,,,,,17,Lasalle,099,964300,3,3003,Lasalle,099,09057,Bruce,73170,STREATOR,,,9999,,36860,"Ottawa-Peru, IL Micropolitan Statistical Area",99999,,0,1,1716,6792,,,,,315 S Sterling St,,Streator,IL,61364,3075,,61364,99,7,61364307599,H,,,,0,,,N,,100% Overall probable correctness,41.11761,-88.829906,S,,R,U,null Street-Level Rooftop null,17099,1773170,17099964300,170999643003,,Green,,01OCT2013,30JUN2013,        .,        .,        .,09JAN1991,21OCT2006,09DEC2013,17APR2013,        .,        .,        .,10DEC2013,
-87.655129,41.971718,3403,800006320,Chicago,Chicago,KARYN M STAMPS,SHERIDAN & AINSLIE APARTMENTS,4910 N SHERIDAN RD,,Y,09,CHICAGO,119,119,(773) 561-1155,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,380146,59  c,Not Assessed,0,,Y,12/31,N,,N,N,Y,N,N,N,N,,,IL060048018,P,Moderate,,15,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,IL060048018,,1,119,0,119,Sec 8 NC,,,,,,,,,,,,,17,Cook,031,031200,4,4004,Cook,031,14000,Chicago,14000,CHICAGO,,,1600,"Chicago, IL PMSA",16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",99999,,1,0,1709,1296,,,,,4910 N Sheridan Rd,,Chicago,IL,60640,3800,,60640,99,5,60640380099,H,,,,0,,,N,,100% Overall probable correctness,41.97171,-87.655123,S,,R,U,null Street-Level Rooftop null,17031,1714000,17031031200,170310312004,,Yellow,,        .,31DEC2013,        .,        .,        .,24DEC1981,20AUG2012,10AUG2012,13NOV2013,        .,        .,        .,15AUG2012,
